token_address,v3_pool,v2_pool,weth_token0
0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,0x6ce6d6d40a4c4088309293b0582372a2e6bb632e,0x410fb10ba8af78a1e191fe3067208d3212ded961,false
0xbebe03d890a535fd2427358eb030996cfe456ed7,0x166ceef40ef1d7585a721fccdea1f88e11c06bfe,0xccf1c3f73b04bfc1874f08197b69fe5edaaba73d,false
0x16b3e050e9e2f0ac4f1bea1b3e4fdc43d7f062dd,0x2a0a315cdf5ba8b703ffcc6cadab25cd2b942b61,0x08848097b9339f632e64850722b612fdad4af6ea,false
0x9f52c8ecbee10e00d9faaac5ee9ba0ff6550f511,0x3f93129a61c0c60759a9a871dc683ae58e55209f,0xf3fdcfbfdb96315fc628854627bdd5e363b3ade4,false
0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,0x28b67e0a4e570720c111c090c45daa065a54e58d,0xb13201b48b1e61593df055576964d0b3aab66ea3,false
0x793786e2dd4cc492ed366a94b88a3ff9ba5e7546,0xf93ba8f02ec587f83f6610d69b8f2aafe3a6d6e9,0x1e0693f129d05e5857a642245185ee1fca6a5096,false
0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0x59f2044fc191f758fd3680478514244acf253d48,0xbe19c32b4cd202407e8eeb73e4e2949438461ae3,false
0xc19aa83d264064cf5cd9f7ef61b2f5f65e7edc4a,0x0e7831d8bf78bdb6531bc1942d61cc466f0c2552,0x207f67d9c0b077ead7697f646868df57577932f2,true
0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,0x6b75584548279eea84eb9db05fd90886c8d69392,0x3f3eebf7955cbd806f79f34136557c9049ec2217,false
0xb2de1c71ea8dbbb7956bc42879b1fb55ff4b709c,0xfd08b78d98950636456ef6344aa6e8fec2efe8f0,0xe6bdefa623f1d386cca9ff841e3af66e3c1a980c,false
0x2717d6f87ea0145aac8b9af255de7662fa7e6a0c,0x55f540dc841279881326a56f0da2d79266121ec2,0x3d6271a412a173e5c94995d2f3108e082f9c2829,false
0xcc802c45b55581713cecd1eb17be9ab7fccb0844,0x7fbeb8f8296093b191b50dd3ea6fed12146c9edd,0xf90eaff67c6ba4692036f874d0ff0f04942e1a13,true
0xcfe4eb08e33272d98cb31e37a7be78d5c1b740c1,0x50a0c98a526288ed9551e23995acc88bb775c324,0x1680fcade68f7455f27e1cf7dbcb724a1d49ed26,true
0xe1c4ec950ad1e5730765675b9f06a5942589a1c3,0x410f72313075e4f54323fd6984bc12d1b69dc53c,0x2ebd07d42cd7a259c121122bffa67b880248bb72,true
0x9a176ef104141444eef326f4c8a066cda6df51c5,0x74d6933d09c4429732458e24d6cf923adc12c8cf,0x6f35599cd3d9aaf60ac8be6b35008c0485ef5f68,false
0x9d83f27e856f9c7fe44ba542b0dabb07922306c6,0x9011bae1fdf7f8d0f5b82765018e601305747e21,0x91ced9a2aaa94e42fa3f3f00550014b93ce905f5,false
0x50aa6785ab5c2f5e8407f4641decbb0e7a4a35c7,0x87ba1d6df48423a968466737ac830f10b1983acd,0x190e53233696d644d5b687064603fc1938eaa105,false
0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,0x199635671703999559ba8870c6743325ea212a82,0x1f0b6c8acc64d29cb6f66c7949682d5479c2ebdb,false
0x320623b8e4ff03373931769a31fc52a4e78b5d70,0x32d9259e6792b2150fd50395d971864647fa27b2,0x7322abe9958a291f27f907aac35a17e29bf22bdf,false
0x2f5ac1ff28c73a247bc7ff174d43bcd8bd978040,0x384d7f337dfb8f48f90170b42ecdc697e208bfee,0xa7b4415c54d8f99f8316e561d8ffc0278ac41617,false
0x7ee0af3789046325bbd53269ae4b4a7d268715a7,0x92d40b8cf1393828363499cdb9490d8d8e63c006,0x93c30dbaf4d57af279e134381a5ec63c76e5d79b,false
0x01597e397605bf280674bf292623460b4204c375,0x48237915a970d2adc2d19128e1b7fa721a53c3db,0xa0d7b898f7e135becb15ec04a02b76adade1cff0,false
0x70e8de73ce538da2beed35d14187f6959a8eca96,0x885e004fc31a59bb85c3d8b9fb4e402cfa10684d,0x80fd21ff4a1ff7727fb81e098c5062ba47fe67af,false
0xbb4e410d9e30d5a78167798a571606f832bd4024,0x3f1694bc5e0f7e2496cbda681a5be90575fe5423,0x7799c769ad269e7314fb8fa7b6c5b6daf16e2c80,false
0xa5996f6b731b349e25d7d5f4dd93a5ce9947841f,0xb15bbc0b75ef179b040708686d1152642c171d8a,0xe7054748764d027cc68518647e0784f449099fc4,false
0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x6b14940cf02f63d13caab9f478622aeb6dc55697,0xc049d04d40441d77e99d77a350355d2e2ef60df1,false
0xb2d094df1550b94727794f3cef909fe583f409e5,0x20e652dbb845f36c85de0d263096e27a80fb51f0,0x3c44b401c0136875f6ea1548f6888dd4b64fbfa6,false
0xa5996f6b731b349e25d7d5f4dd93a5ce9947841f,0xe56bf4febb02d8e3566f3709a380b93cdde55baa,0xe7054748764d027cc68518647e0784f449099fc4,false
0x38894302a6eabea6f2b29b508031d2ed75f0be22,0xbb7bf12c127dfecf921c540fc63655166f020264,0xbc1a667a8be62e386f5b3f403b04eadf92e30b4e,false
0xbbcd3e4eb43aa7f3f57286da31333d53b24d0d6a,0xdd1c97c8a13d2b0dbf30c04db7f5b49586b33c9e,0xac5d5dff6913b6466be9fc21e30328981cdbb7ec,false
0xbb4e410d9e30d5a78167798a571606f832bd4024,0x743395762b34353038a09db436fe83a39a3ef576,0x7799c769ad269e7314fb8fa7b6c5b6daf16e2c80,false
0x1321f1f1aa541a56c31682c57b80ecfccd9bb288,0xb38c979367cbadbe23026e9dda66ec6cbe926ff7,0x1bca589cf98edacf08db946ff178583f310f2243,false
0xdb851a41906ef8abed4b37b2e8d5a0c8dfb4900c,0xe565b4ee6f0952029d691023cd06e22b50887182,0xe7a9d43131e0fec4896e5bf12cb0c9f844a0dbd8,true
0xc8d3dcb63c38607cb0c9d3f55e8ecce628a01c36,0x9a6278991d3c2a82e9850668c7a93e3b9887fe61,0x64f0bc5141b18b8c816da7e7f1f26676e10506bb,true
0xad139695723940710a5dad6a9c5a1fa93423ad97,0xda3e528eee42dbf41487899df7551a52f49df2ea,0xfdb85664b7ccf2c923a7fa8d0fac14334c44aefc,false
0x081131434f93063751813c619ecca9c4dc7862a3,0xa9c6b614fa5503bd12e037d96fa292e4e15bb123,0x4aadb3498f407e4d558589514bb9a4b341475e31,false
0x3af33bef05c2dcb3c7288b77fe1c8d2aeba4d789,0x6ae0cdc5d2b89a8dcb99ad6b3435b3e7f7290077,0xddf82a683e9af51f48c6b9114b5e0cc220bac52d,false
0xcafe001067cdef266afb7eb5a286dcfd277f3de5,0x4a73a7e29988f171910119d660c4dd548282bf2a,0xa541279d7a77a768abf45acbcac7f32f28101d5f,true
0x39eafea0e07cb14ca17b088f301c1f29b409176b,0x02304cea74e7459a7795687281282f791283532f,0x3de0aa71ff3fa0a2edd0fc15b5ce0aa908cb7c9a,false
0x3506424f91fd33084466f402d5d97f05f8e3b4af,0x1314ae4cf2a9440303fef6ae0fdc9ea5ad7a2a37,0xff58711683be66dad6e0e20e0043af46fc7f5f49,false
0xf42006c90a2cb670694887e473af16154f6858f8,0xaa9858e89f769587baff519d0ed37ef0a131fc8a,0xd4460ebbec591b631911e20cfd54fda836c9fafc,true
0xf784682c82526e245f50975190ef0fff4e4fc077,0x351d935be0e5285fa4271e14f35accf0e488b14e,0x17d21cd96413267b5e5d456539f35bc28fe23351,true
0x3f3cd642e81d030d7b514a2ab5e3a5536beb90ec,0x76b524aebe79c540284cf17fb5912713f374fa94,0xf28e099827cb05c9c35397859b4b626218c5a1cc,false
0x21ca39943e91d704678f5d00b6616650f066fd63,0xfced9e32abb5f71280b801ee36405f03b73e8000,0x0811b1efc3f13737bffd2430c38919a17cff3aca,false
0x78d76408e291db466479f5416bf0403a7e41398f,0x930faa79f651c4409bc6aaa62f89cf58be523fc3,0xceab3575a30f29f666f4a48513863fe4a5e4dfc1,false
0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a,0xd0f6ca5683c2b21069dcd64537acb23120de886d,0x6c8b0dee9e90ea9f790da5daf6f5b20d23b39689,false
0xf063fe1ab7a291c5d06a86e14730b00bf24cb589,0x5c8a6daa18d959fe76ae5d2d0bfbf713753c5d7f,0xaae5f80bac0c7fa0cad6c2481771a3b17af21455,true
0xb2279b6769cfba691416f00609b16244c0cf4b20,0x7f1542ae4861c54f4faedc3ea37452283dbbcd48,0xb27c012b36e79decb305fd1e512ba90eb035a6fa,false
0x69d9905b2e5f6f5433212b7f3c954433f23c1572,0xe90e79a1a65d5b7fd4c91940b0d39299336911c7,0x67638994e73c5b1b23f8c82d3590dcd58e0be045,false
0x6a55b1105497ce7939349f83cfe8b966845b1eb8,0x2c7e873e80b8f16d5abc4b142bf208f8485268de,0x53a85d789892f6edb4bd28307043209a3d9a7a10,false
0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,0x6e632cb82ebc6b502acb86615f9d3cd27ad01a98,0x2395edaeb647fd499156130277aea29eb5414046,false
0x88d81f4341ac842ab0637d2e9ecdddfef99e6813,0x922b2d5ab368ccec970445097f02642187205cd0,0x1e9864e0aad48b509d4f4e293a9091d5d1b2c636,false
0xaaef88cea01475125522e117bfe45cf32044e238,0x4ff62e7620a894361891c358e2bff79c707258a2,0x2f0b1417aa42ebf0b4ca1154212847f6094d708d,false
0x54a7cee7b02976ace1bdd4afad87273251ed34cf,0xfc0b50e9e2eefd66b171a224a58745ce8978d588,0xb4ebacf8cc8ec8c1a74de6d39f4fb5de2a555fd8,false
0xda316099347a76f2a548942e7b667ed239c59053,0xcefa27737fe100b4a7acc6ebb7ec618338b452f8,0x1672842c9ec4962a287a6a840ca8e9437837ca8b,true
0xa638f87e55addc9d16b7a217e57b514414b1a073,0x231feccfdb0ca9b7a69b775c4e9a826c7ca310ae,0x95235e306ed367e65ffc9f6384285405b36d1859,false
0xe55454a31673d180b22866138b83a88a4e357bdf,0x60478cce1453cb402ce1a4288e2efe7938357b37,0x5226287d96c3382e83abb24051eead4f38be84b5,true
0x13cd2c424bf20a2486b4b84862310635c9035f6b,0x6a96affc40fb7bd7d5e1abcd3d91808162331075,0xf416407d502fc209f67d8afc4dd46f59fe084a0e,false
0x1c7e83f8c581a967940dbfa7984744646ae46b29,0x96b0837489d046a4f5aa9ac2fc9e086bd14bac1e,0x5449bd1a97296125252db2d9cf23d5d6e30ca3c1,false
0xf34b1db61aca1a371fe97bad2606c9f534fb9d7d,0x02d87123005416a2869f8a192e2e47aae639db7e,0x475c311491b92907272ffcf0bd77a286919ea98d,true
0x4389c9c4ff38b24ed09dc9dbea192041d178226e,0x1c01c8daac8ae819f50334088e5a5242bea7ae15,0x0b2a5d6b6e58f937298b21e916736886d3cff8f4,false
0xae78736cd615f374d3085123a210448e74fc6393,0xa4e0faa58465a2d369aa21b3e42d43374c6f9613,0xe4f719c11fc5ab883e32068df99962985645e860,false
0x81efa5503c9e71cb0fe938268e266f5bdb028689,0x11964d78e7ffaccea0680b704c0b21cb28c2b9da,0xce451ec38f3a1d9013d4ca1de4225d1ddaf948a3,false
0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x57bbd26baad5d558a0780e622762e7d23f558f6f,0x3854612b93b140726167cca5418b01e832515d42,false
0x321c2fe4446c7c963dc41dd58879af648838f98d,0x5a70c4d890056a40679ed1bfa9d582f237e81691,0x2dcf279fd3bef10d1ece32105b7ce5f1464ec1a4,false
0x0ec78ed49c2d27b315d462d43b5bab94d2c79bf8,0x45d3142aec03e347dfda2f8e0ee0a4844577837f,0x1e11fcab5bd387bc783f3dd03b379402ee2f9e06,false
0xdc5cc936595d71c3c40001f96868cde92c41b21a,0x476d46734f9cc7a69cc2c14f4e25857e8a2894da,0xe5435d724eef3ce152f2f7ef7a339354f0678f2e,true
0x97872eafd79940c7b24f7bcc1eadb1457347adc9,0xc0a22d0cf55a9da91f769b179cbb62fd7925b6f2,0xaba540185f4a0d76e6474fcfa66e827077af86e0,false
0xf65b5c5104c4fafd4b709d9d60a185eae063276c,0x6c97da5bf281b3d65eb86471935a63ed1a33deca,0x80b4d4e9d88d9f78198c56c5a27f3bacb9a685c5,true
0x8d610e20481f4c4f3acb87bba9c46bef7795fdfe,0x82932664a9ed4a31242bc96829ed7cb9b3447656,0x00f0a7dd4ea89f562061c6b4f4fadee329c6a839,false
0x3b3f95938958a4029fa8b01873e2721b02950883,0x73f39a414aef152182da00844420700d68819ee0,0xf926f59c142c758238e52fd605a185102c3874bb,false
0x24244f8060eace82b36eb46c5d313bd0a72e3bcb,0x93ad4d30d31873d7898919f7aadbbb2a4ab03d9a,0xb59f897ad141fbe90b4d5c7d84539fc620fe7676,false
0x2d55344bc1f72e0ccbee2d8d2eab503dedff67c8,0x645e5d907a7070c6897184335e14cb1018fbc171,0x9154494e088cb123091074e15bdfb97bc3ea22f8,false
0x9d7a071e9b919079ba0d5b7381833a54f59fb4b8,0x4e995caaa512599d76260feb47d24c720dcb42b0,0xf6e1cdb0f05241cf31ab35f1f6048605c69fc8ab,false
0xe1a1650ab169e271d3bfc91730a2e5ed0a3c3943,0x829179de30d8da092f77b10facec5830a759b3b1,0x14c294ec05c8a6d7aa2b67911a2aeb834216211c,true
0x42791fb50c5734a596cde291ec35b0beb2d12421,0xf4590c232fcb4214fc0915b50af95d58ee9e9ca3,0x0ab9528a000cb3b7c9fcb6e98c1632c94372be24,false
0x0d31df7dedd78649a14aae62d99ccb23abcc3a5a,0xee7ebcd14500cd7e9c89129406a915529178f6a5,0xa7016cc477192ddc38c24b9770eea7e12eb27cd9,false
0xbbe2f3bbb57851d230bb35d609b44a18a16b63e0,0x75c7ac308bdae4198e02063d640e17e1a6d20a72,0xc7b76d52e2e80b915080e7af738deea32775fe07,false
0x1967964b8617ad40e8943f0d8a0587b50e96e6e2,0x91dc0d6e01447539e10a2c586d40782914efbe7b,0x41d8f69ea9c44a3fadf1abce93a6ee8cc5ac595f,false
0x6810e776880c02933d47db1b9fc05908e5386b96,0xa46466ad5507be77ff5abdc27df9dfeda9bd7aee,0x3e8468f66d30fc99f745481d4b383f89861702c6,false
0x094c4fdbd4c8ff299bc75f85e19a3a7115ee3a41,0xc8bf304b32cc514a19e748a2905a6df1f1de5c25,0xc6a9daaa93e719c3806dfd3fbaed0f526e2028a5,false
0xb6ee9668771a79be7967ee29a63d4184f8097143,0x537de9477a639ad1d23bc2dcfeb8cc3032bc114c,0x0f641efbeff4be14762a276d4d3744ce40526653,false
0x2feb105fbb4c922597b125c56822b3db7351b55d,0xb07e0d9913b2dcbfa56e0b0e29ec0c61b23b9547,0x5c826b46260f00f90cdcd0c0f67027e343b1884b,false
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,0xd017617f6f0fd22796e137a8240cc38f52a147b2,0xa3509a16bbfc5992eb01cc861b615ccd8e937da8,true
